,Index,Publishing Year,Title,Author,Author Rating,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue,Sale Price,Sales Rank,Publisher,Units Sold
940,940.0,2010,A Dog's Purpose ,W. Bruce Cameron,Excellent,4.35,65091.0,genre fiction,328.9,0.0,2.99,1105.0,"Amazon Digital Services,  Inc.",4320.0
941,941.0,2015,An Ember in the Ashes,Sabaa Tahir,Excellent,4.32,45492.0,genre fiction,603.9,362.34,5.49,1106.0,HarperCollins Publishers,4320.0
942,942.0,2008,"Lover Enshrined, part one",J.R. Ward,Excellent,4.12,87432.0,genre fiction,988.9,593.34,8.99,1106.0,Random House LLC,4320.0
943,943.0,2013,The Golem and the Jinni,Helene Wecker,Excellent,4.1,59650.0,genre fiction,438.9,0.0,3.99,1107.0,"Amazon Digital Services,  Inc.",4320.0
944,944.0,2012,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",Intermediate,3.72,42958.0,nonfiction,1200.1,720.06,10.91,1107.0,Simon and Schuster Digital Sales Inc,4320.0
945,945.0,2003,The Slippery Slope,"Lemony Snicket, Brett Helquist",Intermediate,4.0,81362.0,genre fiction,988.9,593.34,8.99,1111.0,Penguin Group (USA) LLC,4320.0
946,946.0,1853,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Intermediate,4.0,67433.0,genre fiction,988.9,593.34,8.99,1112.0,HarperCollins Publishers,4320.0
947,947.0,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,Excellent,4.12,72504.0,genre fiction,548.9,329.34,4.99,1118.0,"Amazon Digital Services,  Inc.",4280.0
948,948.0,2004,Furies of Calderon ,Jim Butcher,Excellent,4.12,70269.0,genre fiction,108.9,0.0,0.99,1119.0,"Amazon Digital Services,  Inc.",4280.0
949,949.0,1983,Alanna: The First Adventure,Tamora Pierce,Excellent,4.27,85699.0,genre fiction,1867.8,1120.68,16.98,1119.0,Penguin Group (USA) LLC,4280.0
950,950.0,2009,Her Fearful Symmetry,Audrey Niffenegger,Novice,3.23,63737.0,nonfiction,416.9,250.14,3.79,1120.0,HarperCollins Publishers,4280.0
951,951.0,2014,The Boston Girl,Anita Diamant,Intermediate,3.79,51603.0,genre fiction,548.9,0.0,4.99,1120.0,"Amazon Digital Services,  Inc.",4280.0
952,952.0,2009,"Lover Enshrined, part two",J.R. Ward,Excellent,4.38,84650.0,children,493.9,296.34,4.49,1123.0,Macmillan,4280.0
953,953.0,1990,The Fall of Hyperion,Dan Simmons,Excellent,4.18,63235.0,nonfiction,641.3,384.78,5.83,1124.0,Simon and Schuster Digital Sales Inc,4280.0
954,954.0,1987,The Black Dahlia,James Ellroy,Intermediate,3.75,61412.0,genre fiction,1088.91,653.346,9.99,1127.0,Random House LLC,4280.0
955,955.0,1871,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",Excellent,4.06,63050.0,fiction,216.91,130.146,1.99,1128.0,Simon and Schuster Digital Sales Inc,4280.0
956,956.0,1991,Wild Swans: Three Daughters of China,Jung Chang,Excellent,4.23,60193.0,nonfiction,434.91,260.946,3.99,1129.0,HarperCollins Christian Publishing,4280.0
957,957.0,1961,"Go, Dog. Go!",P.D. Eastman,Excellent,4.08,66360.0,fiction,1160.85,696.51,10.65,1130.0,Penguin Group (USA) LLC,4280.0
959,959.0,2015,Finders Keepers,Stephen King,Excellent,4.03,36541.0,fiction,107.91,0.0,0.99,1131.0,"Amazon Digital Services,  Inc.",4280.0
960,960.0,2009,The Strain,"Guillermo del Toro, Chuck Hogan",Intermediate,3.77,58631.0,genre fiction,107.91,64.746,0.99,1132.0,"Amazon Digital Services,  Inc.",4280.0
961,961.0,1890,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",Excellent,4.21,60278.0,genre fiction,543.91,0.0,4.99,1132.0,"Amazon Digital Services,  Inc.",4280.0
962,962.0,1956,Old Yeller,Fred Gipson,Excellent,4.06,69815.0,genre fiction,1502.02,901.212,13.78,1136.0,Macmillan,4280.0
963,963.0,2007,Born Standing Up: A Comic's Life,Steve Martin,Intermediate,3.87,60869.0,nonfiction,107.91,64.746,0.99,1137.0,"Amazon Digital Services,  Inc.",4280.0
965,965.0,2000,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,Famous,4.56,54977.0,genre fiction,325.91,0.0,2.99,1140.0,"Amazon Digital Services,  Inc.",4280.0
967,967.0,1999,Hearts in Atlantis,Stephen King,Intermediate,3.8,65063.0,genre fiction,216.91,130.146,1.99,1142.0,Macmillan,4240.0
969,969.0,1982,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",Intermediate,3.94,55262.0,nonfiction,960.29,576.174,8.81,1147.0,Simon and Schuster Digital Sales Inc,4240.0
970,970.0,2003,The Queen's Fool,Philippa Gregory,Intermediate,3.83,69504.0,genre fiction,598.41,359.046,5.49,1148.0,Simon and Schuster Digital Sales Inc,4240.0
971,971.0,2012,Days of Blood & Starlight,Laini Taylor,Excellent,4.21,85746.0,genre fiction,325.91,195.546,2.99,1148.0,"Amazon Digital Services,  Inc.",4240.0
972,972.0,1984,Jitterbug Perfume,Tom Robbins,Excellent,4.24,48277.0,genre fiction,325.91,0.0,2.99,1148.0,"Amazon Digital Services,  Inc.",4240.0
973,973.0,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,Excellent,4.32,60959.0,genre fiction,325.91,195.546,2.99,1149.0,"Amazon Digital Services,  Inc.",4240.0
974,974.0,2012,The Darkest Minds,Alexandra Bracken,Excellent,4.26,83886.0,fiction,620.21,372.126,5.69,1150.0,Hachette Book Group,4240.0
975,975.0,2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",Intermediate,3.56,50921.0,genre fiction,434.91,0.0,3.99,1151.0,"Amazon Digital Services,  Inc.",4240.0
976,976.0,1952,The Power of Positive Thinking,Norman Vincent Peale,Excellent,4.08,52704.0,genre fiction,325.91,0.0,2.99,1152.0,"Amazon Digital Services,  Inc.",4240.0
977,977.0,2015,"In a Dark, Dark Wood ",Ruth Ware,Intermediate,3.65,67344.0,genre fiction,107.91,0.0,0.99,1153.0,"Amazon Digital Services,  Inc.",4240.0
978,978.0,1905,The House of Mirth,"Edith Wharton, Nina Bawden",Intermediate,3.94,60611.0,genre fiction,325.91,0.0,2.99,1154.0,"Amazon Digital Services,  Inc.",4240.0
979,979.0,2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",Famous,4.4,65477.0,genre fiction,434.91,0.0,3.99,1155.0,"Amazon Digital Services,  Inc.",4240.0
980,980.0,2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",Intermediate,3.92,57716.0,genre fiction,434.91,0.0,3.99,1156.0,"Amazon Digital Services,  Inc.",4240.0
981,981.0,1853,Twelve Years a Slave,Solomon Northup,Excellent,4.15,39758.0,genre fiction,543.91,326.346,4.99,1156.0,Random House LLC,4240.0
982,982.0,2010,"Lover Avenged, part one",J.R. Ward,Famous,4.41,82824.0,genre fiction,543.91,0.0,4.99,1160.0,"Amazon Digital Services,  Inc.",109.0
983,983.0,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Excellent,4.16,57259.0,genre fiction,107.91,0.0,0.99,1160.0,"Amazon Digital Services,  Inc.",109.0
984,984.0,2006,Infidel,Ayaan Hirsi Ali,Excellent,4.2,58432.0,genre fiction,107.91,0.0,0.99,1161.0,"Amazon Digital Services,  Inc.",109.0
985,985.0,2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,Intermediate,3.88,53586.0,genre fiction,761.91,0.0,6.99,1161.0,"Amazon Digital Services,  Inc.",109.0
986,986.0,2012,The Twelve,Justin Cronin,Intermediate,3.98,56756.0,genre fiction,538.92,0.0,4.99,1164.0,"Amazon Digital Services,  Inc.",108.0
987,987.0,1962,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",Intermediate,3.94,61678.0,genre fiction,646.92,388.152,5.99,1166.0,Hachette Book Group,108.0
988,988.0,1995,The Diamond Age,Neal Stephenson,Excellent,4.19,61836.0,genre fiction,970.92,582.552,8.99,1167.0,Macmillan,108.0
989,989.0,1959,A Canticle for Leibowitz,Walter M. Miller Jr.,Intermediate,3.97,66721.0,genre fiction,106.92,0.0,0.99,1167.0,"Amazon Digital Services,  Inc.",108.0
991,991.0,2009,Brooklyn,Colm TÃ³ibÃ­n,Intermediate,3.63,55459.0,genre fiction,1659.96,995.976,15.37,1168.0,"Amazon Digital Services,  Inc.",108.0
992,992.0,2011,Wither,Lauren DeStefano,Intermediate,3.81,84776.0,genre fiction,412.56,0.0,3.82,1169.0,"Amazon Digital Services,  Inc.",108.0
993,993.0,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,Intermediate,3.99,80737.0,genre fiction,430.92,0.0,3.99,1169.0,"Amazon Digital Services,  Inc.",108.0
994,994.0,2003,Crossroads of Twilight,Robert Jordan,Intermediate,3.82,61361.0,genre fiction,430.92,0.0,3.99,1170.0,"Amazon Digital Services,  Inc.",108.0
995,995.0,1871,The Red Badge of Courage,Stephen Crane,Novice,3.21,68448.0,genre fiction,1186.92,712.152,10.99,1173.0,Penguin Group (USA) LLC,108.0
996,996.0,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Excellent,4.17,60236.0,genre fiction,1150.2,690.12,10.65,1174.0,Penguin Group (USA) LLC,108.0
997,997.0,1999,Gardens of the Moon,Steven Erikson,Intermediate,3.85,57993.0,genre fiction,430.92,0.0,3.99,1175.0,"Amazon Digital Services,  Inc.",108.0
998,998.0,2006,A Bruxa de Portobello,Paulo Coelho,Intermediate,3.51,51461.0,genre fiction,1327.32,796.392,12.29,1179.0,HarperCollins Publishers,108.0
999,999.0,1978,A Swiftly Tilting Planet,Madeleine L'Engle,Excellent,4.13,75851.0,genre fiction,322.92,0.0,2.99,1182.0,"Amazon Digital Services,  Inc.",108.0
1000,1000.0,2003,Gregor the Overlander,Suzanne Collins,Intermediate,3.99,66823.0,genre fiction,322.92,0.0,2.99,1183.0,"Amazon Digital Services,  Inc.",108.0
1001,1001.0,2011,Sing You Home,Jodi Picoult,Intermediate,3.76,62494.0,genre fiction,516.24,309.744,4.78,1184.0,"Amazon Digital Services,  Inc.",108.0
1002,1002.0,1992,The Tale of the Body Thief,Anne Rice,Intermediate,3.7,67267.0,fiction,214.92,128.952,1.99,1186.0,HarperCollins Publishers,108.0
1003,1003.0,2005,The Camel Club,David Baldacci,Excellent,4.02,58973.0,nonfiction,139.32,83.592,1.29,1187.0,"Amazon Digital Services,  Inc.",108.0
1004,1004.0,2006,Saving The World and Other Extreme Sports,James Patterson,Excellent,4.16,75436.0,genre fiction,748.44,449.064,6.93,1190.0,Hachette Book Group,108.0
1005,1005.0,1996,Blood of the Fold,Terry Goodkind,Intermediate,3.98,60624.0,genre fiction,106.92,64.152,0.99,1192.0,"Amazon Digital Services,  Inc.",108.0
1006,1006.0,2006,The Boleyn Inheritance,Philippa Gregory,Intermediate,3.84,62135.0,genre fiction,646.92,388.152,5.99,1193.0,Hachette Book Group,108.0
1007,1007.0,2015,A Spool of Blue Thread,Anne Tyler,Novice,3.4,42339.0,genre fiction,1186.92,712.152,10.99,1194.0,Penguin Group (USA) LLC,108.0
1008,1008.0,2016,The Underground Railroad,Colson Whitehead,Excellent,4.04,72052.0,genre fiction,538.92,0.0,4.99,1195.0,"Amazon Digital Services,  Inc.",108.0
1009,1009.0,2007,Masquerade,Melissa de la Cruz,Intermediate,3.91,76598.0,genre fiction,106.92,64.152,0.99,1196.0,"Amazon Digital Services,  Inc.",108.0
1010,1010.0,2011,The Iron Queen,Julie Kagawa,Excellent,4.24,82373.0,nonfiction,430.92,0.0,3.99,1196.0,"Amazon Digital Services,  Inc.",108.0
1011,1011.0,2012,Losing It,Cora Carmack,Intermediate,3.77,84438.0,genre fiction,538.92,323.352,4.99,1197.0,HarperCollins Publishers,108.0
1013,1013.0,1999,Disgrace,J.M. Coetzee,Intermediate,3.83,50422.0,fiction,1078.92,647.352,9.99,1198.0,Random House LLC,108.0
1014,1014.0,1928,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",Excellent,4.36,69102.0,genre fiction,214.92,0.0,1.99,1199.0,"Amazon Digital Services,  Inc.",108.0
1015,1015.0,2010,The Black Prism,Brent Weeks,Excellent,4.24,58906.0,genre fiction,430.92,0.0,3.99,1199.0,"Amazon Digital Services,  Inc.",108.0
1016,1016.0,2004,The Mermaid Chair,Sue Monk Kidd,Novice,3.1,62760.0,genre fiction,322.92,0.0,2.99,1199.0,"Amazon Digital Services,  Inc.",108.0
1017,1017.0,1970,Frog and Toad Are Friends,Arnold Lobel,Excellent,4.18,70119.0,nonfiction,322.92,193.752,2.99,1200.0,HarperCollins Publishers,108.0
1018,1018.0,2002,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",Intermediate,3.97,83981.0,genre fiction,105.93,0.0,0.99,1201.0,"Amazon Digital Services,  Inc.",107.0
1019,1019.0,2010,Heist Society,Ally Carter,Intermediate,3.91,75834.0,genre fiction,854.93,512.958,7.99,1201.0,Random House LLC,107.0
1020,1020.0,2016,Behind Closed Doors,B.A. Paris,Intermediate,3.93,57865.0,fiction,919.13,551.478,8.59,1201.0,Penguin Group (USA) LLC,107.0
1021,1021.0,1974,The Killer Angels,Michael Shaara,Excellent,4.3,58372.0,nonfiction,105.93,63.558,0.99,1203.0,"Amazon Digital Services,  Inc.",107.0
1022,1022.0,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,Excellent,4.16,73883.0,fiction,426.93,256.158,3.99,1206.0,Penguin Group (USA) LLC,107.0
1023,1023.0,2006,Ptolemy's Gate,Jonathan Stroud,Excellent,4.24,63838.0,genre fiction,1272.23,763.338,11.89,1207.0,HarperCollins Publishers,107.0
1024,1024.0,1896,The Island of Dr. Moreau,H.G. Wells,Intermediate,3.72,60346.0,genre fiction,640.93,0.0,5.99,1212.0,"Amazon Digital Services,  Inc.",107.0
1027,1027.0,2010,Out of My Mind,Sharon M. Draper,Excellent,4.37,63756.0,nonfiction,319.93,0.0,2.99,1215.0,"Amazon Digital Services,  Inc.",107.0
1028,1028.0,2012,Rapture,Lauren Kate,Excellent,4.03,79360.0,nonfiction,1282.93,769.758,11.99,1216.0,Random House LLC,107.0
1029,1029.0,2010,Switched,Amanda Hocking,Intermediate,3.89,45319.0,genre fiction,640.93,384.558,5.99,1217.0,Macmillan,107.0
1030,1030.0,1957,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Excellent,4.03,59973.0,fiction,854.93,512.958,7.99,1217.0,HarperCollins Publishers,107.0
1034,1034.0,2012,Death Comes to Pemberley,P.D. James,Novice,3.21,65906.0,genre fiction,426.93,256.158,3.99,1220.0,"Amazon Digital Services,  Inc.",107.0
1035,1035.0,1911,Ethan Frome,Edith Wharton,Novice,3.35,72421.0,nonfiction,405.53,243.318,3.79,1222.0,HarperCollins Publishers,107.0
1036,1036.0,1992,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",Intermediate,3.78,61347.0,genre fiction,324.21,194.526,3.03,1223.0,"Amazon Digital Services,  Inc.",107.0
1037,1037.0,2016,It Ends with Us,Colleen Hoover,Famous,4.44,80433.0,fiction,747.93,448.758,6.99,1223.0,Penguin Group (USA) LLC,107.0
1038,1038.0,1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",Excellent,4.07,66537.0,nonfiction,951.23,570.738,8.89,1224.0,Simon and Schuster Digital Sales Inc,107.0
1039,1039.0,1968,The Electric Kool-Aid Acid Test,Tom Wolfe,Intermediate,3.92,54848.0,genre fiction,319.93,0.0,2.99,1225.0,"Amazon Digital Services,  Inc.",107.0
1040,1040.0,1959,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",Novice,3.46,55473.0,genre fiction,529.65,317.79,4.95,1226.0,"Amazon Digital Services,  Inc.",107.0
1041,1041.0,1991,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Excellent,4.28,67753.0,genre fiction,426.93,0.0,3.99,1230.0,"Amazon Digital Services,  Inc.",107.0
1042,1042.0,2001,A Painted House,John Grisham,Intermediate,3.67,59974.0,nonfiction,105.93,0.0,0.99,1232.0,"Amazon Digital Services,  Inc.",107.0
1043,1043.0,1969,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",Excellent,4.05,61888.0,genre fiction,822.83,493.698,7.69,1233.0,Random House LLC,107.0
1044,1044.0,2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",Intermediate,3.84,57632.0,fiction,1149.18,689.508,10.74,1235.0,Penguin Group (USA) LLC,107.0
1045,1045.0,2010,"Full Dark, No Stars",Stephen King,Excellent,4.03,60672.0,genre fiction,640.93,384.558,5.99,1236.0,Random House LLC,107.0
1046,1046.0,2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,Famous,4.4,56510.0,genre fiction,319.93,0.0,2.99,1237.0,"Amazon Digital Services,  Inc.",107.0
1047,1047.0,1987,Intensity,Dean Koontz,Excellent,4.04,58062.0,genre fiction,104.94,0.0,0.99,1238.0,"Amazon Digital Services,  Inc.",106.0
1048,1048.0,2010,Chelsea Chelsea Bang Bang,Chelsea Handler,Intermediate,3.81,55355.0,children,477.0,286.2,4.5,1241.0,"Amazon Digital Services,  Inc.",106.0
1049,1049.0,1879,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",Intermediate,3.69,69450.0,genre fiction,1588.94,953.364,14.99,1243.0,Hachette Book Group,106.0
1050,1050.0,1959,Hawaii,James A. Michener,Excellent,4.18,59963.0,genre fiction,212.0,0.0,2.0,1243.0,"Amazon Digital Services,  Inc.",106.0
1051,1051.0,1961,Revolutionary Road,Richard Yates,Intermediate,3.89,56550.0,genre fiction,735.64,441.384,6.94,1244.0,Penguin Group (USA) LLC,106.0
1052,1052.0,2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",Intermediate,3.73,60372.0,genre fiction,846.94,508.164,7.99,1247.0,Random House LLC,106.0
1053,1053.0,1966,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",Excellent,4.06,67077.0,nonfiction,1334.54,800.724,12.59,1248.0,Random House LLC,106.0
1054,1054.0,2011,Forever,Maggie Stiefvater,Intermediate,3.91,85034.0,genre fiction,827.86,496.716,7.81,1249.0,Penguin Group (USA) LLC,106.0
1055,1055.0,1996,The Beach,Alex Garland,Intermediate,3.91,52333.0,fiction,589.36,353.616,5.56,1251.0,Hachette Book Group,106.0
1056,1056.0,2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",Intermediate,3.92,54341.0,genre fiction,316.94,0.0,2.99,1253.0,"Amazon Digital Services,  Inc.",106.0
1057,1057.0,2012,Deadlocked,Charlaine Harris,Intermediate,3.65,65932.0,nonfiction,1058.94,635.364,9.99,1255.0,"Amazon Digital Services,  Inc.",106.0
1058,1058.0,2002,Everything's Eventual: 14 Dark Tales,Stephen King,Intermediate,3.94,60932.0,fiction,316.94,190.164,2.99,1255.0,"Amazon Digital Services,  Inc.",106.0
1061,1061.0,1996,Airframe,Michael Crichton,Intermediate,3.66,59229.0,genre fiction,104.94,0.0,0.99,1263.0,"Amazon Digital Services,  Inc.",106.0
1062,1062.0,1982,Magician,Raymond E. Feist,Excellent,4.17,62432.0,genre fiction,815.14,489.084,7.69,1265.0,Random House LLC,106.0
1063,1063.0,2004,Bet Me,Jennifer Crusie,Intermediate,3.95,70737.0,genre fiction,846.94,508.164,7.99,1266.0,Random House LLC,106.0
1064,1064.0,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,Excellent,4.31,43927.0,genre fiction,316.94,0.0,2.99,1266.0,"Amazon Digital Services,  Inc.",106.0
1065,1065.0,2014,Gray Mountain,John Grisham,Intermediate,3.52,37379.0,nonfiction,104.94,62.964,0.99,1268.0,"Amazon Digital Services,  Inc.",106.0
1066,1066.0,1989,The Power of One,Bryce Courtenay,Excellent,4.34,57312.0,genre fiction,846.94,508.164,7.99,1270.0,Random House LLC,106.0
1067,1067.0,1930,The Maltese Falcon,Dashiell Hammett,Intermediate,3.92,58742.0,genre fiction,846.94,508.164,7.99,1271.0,Hachette Book Group,106.0
1068,1068.0,2011,Night Road,Kristin Hannah,Excellent,4.17,58028.0,genre fiction,104.94,62.964,0.99,1272.0,"Amazon Digital Services,  Inc.",106.0
1069,1069.0,1999,Tripwire,Lee Child,Excellent,4.07,55251.0,genre fiction,316.94,0.0,2.99,1273.0,"Amazon Digital Services,  Inc.",106.0
